Trade_ID,Entry_Date,Expiration,Exit_Date,DTE,SPX_Entry,SPX_Exit,SPX_Expiration,VIX_Entry,PUT_Short_Final,PUT_Long_Final,PUT_Credit_Final,PUT_Rolls,PUT_Exit,CALL_Short_Final,CALL_Long_Final,CALL_Credit_Final,CALL_Rolls,CALL_Exit,Cumulative_Credit_$,Banked_Roll_PnL_$,Total_PnL_$,PnL_%,Exit_Reason,Result
126,2018-12-03,2019-01-04,2018-12-26,32,2790.32,2467.71,2531.84,16.44,2650,2600,7.74,0,PUT:Stop Loss,2975,3025,4.96,0,10 DTE Exit,1269.36,0.00,-1213.48,-95.6,10 DTE Exit (Cut Loss),LOSS
127,2018-12-10,2019-01-11,2019-01-02,32,2637.52,2509.97,2596.12,22.64,2485,2435,8.10,0,PUT:Stop Loss,2840,2890,4.99,0,10 DTE Exit,1308.82,0.00,-1403.65,-107.2,10 DTE Exit (Cut Loss),LOSS
128,2018-12-17,2019-01-18,2019-01-08,32,2546.02,2574.42,2672.18,24.52,2395,2345,8.00,0,VIX Exit,2745,2795,4.97,0,10 DTE Exit,1297.22,0.00,-956.43,-73.7,10 DTE Exit (Cut Loss),LOSS
129,2019-01-02,2019-02-01,2019-01-22,30,2509.97,2633.17,2706.24,23.22,2330,2280,8.76,0,,2755,2805,4.99,0,,1375.07,0.00,910.92,66.2,50% Profit Target,WIN
130,2019-01-07,2019-02-08,2019-01-22,32,2549.91,2633.17,2707.82,21.40,2345,2295,8.78,0,,2825,2875,5.09,0,,1387.43,0.00,916.20,66.0,50% Profit Target,WIN
131,2019-01-14,2019-02-15,2019-01-23,32,2582.28,2638.73,2775.59,19.07,2380,2330,8.80,0,,2855,2905,5.08,0,,1387.55,0.00,789.14,56.9,50% Profit Target,WIN
132,2019-01-22,2019-02-22,2019-01-25,31,2633.17,2663.59,2792.65,20.80,2445,2395,8.74,0,,2885,2935,5.16,0,,1389.67,0.00,1057.40,76.1,50% Profit Target,WIN
133,2019-01-25,2019-03-01,2019-02-04,35,2663.59,2724.86,2803.88,17.42,2535,2485,7.83,0,,2840,2890,4.83,0,,1266.47,0.00,1106.74,87.4,50% Profit Target,WIN
134,2019-02-04,2019-03-08,2019-02-20,32,2724.86,2784.91,2743.01,15.73,2645,2595,6.48,0,,2835,2885,4.40,0,,1087.41,0.00,662.70,60.9,50% Profit Target,WIN
136,2019-02-20,2019-03-22,2019-02-27,30,2784.91,2792.34,2800.75,14.02,2720,2670,6.32,0,,2880,2930,4.08,0,,1039.74,0.00,533.64,51.3,50% Profit Target,WIN
137,2019-02-25,2019-03-29,2019-02-28,32,2796.09,2784.59,2834.38,14.85,2725,2675,6.11,0,,2900,2950,3.87,0,,997.41,0.00,501.89,50.3,50% Profit Target,WIN
138,2019-02-28,2019-04-05,2019-03-04,36,2784.59,2792.98,2892.68,14.78,2725,2675,5.71,0,,2875,2925,3.94,0,,965.34,0.00,523.21,54.2,50% Profit Target,WIN
135,2019-02-11,2019-03-15,2019-03-05,32,2709.68,2789.65,2822.41,15.97,2625,2575,6.57,0,10 DTE Exit,2880,2930,3.91,1,10 DTE Exit,1494.12,-672.08,369.15,24.7,10 DTE Exit (Profitable),WIN
139,2019-03-11,2019-04-12,2019-04-02,32,2783.27,2867.28,2907.48,14.33,2715,2665,5.93,0,10 DTE Exit,2930,2980,3.64,2,10 DTE Exit,1700.52,-659.29,14.26,0.8,10 DTE Exit (Profitable),WIN
142,2019-04-01,2019-05-03,2019-04-08,32,2867.13,2895.69,2945.40,13.40,2780,2730,7.05,0,,2990,3040,4.59,0,,1163.67,0.00,703.09,60.4,50% Profit Target,WIN
140,2019-03-18,2019-04-19,2019-04-09,32,2833.03,2878.45,2907.12,13.10,2775,2725,5.63,0,10 DTE Exit,2955,3005,3.66,1,10 DTE Exit,1305.93,-510.31,273.51,20.9,10 DTE Exit (Profitable),WIN
143,2019-04-08,2019-05-10,2019-04-18,32,2895.69,2905.11,2881.60,13.18,2820,2770,6.22,0,,3005,3055,4.00,0,,1021.15,0.00,559.76,54.8,50% Profit Target,WIN
144,2019-04-15,2019-05-17,2019-04-22,32,2905.54,2907.99,2859.42,12.32,2830,2780,6.58,0,,3015,3065,4.28,0,,1086.18,0.00,962.37,88.6,50% Profit Target,WIN
145,2019-04-18,2019-05-24,2019-04-22,36,2905.11,2907.99,2826.39,12.09,2830,2780,6.39,0,,3015,3065,4.33,0,,1072.15,0.00,862.60,80.5,50% Profit Target,WIN
141,2019-03-25,2019-04-26,2019-04-26,32,2798.40,2939.76,2939.76,16.33,2720,2670,6.79,0,Expiration,2910,2960,4.47,0,CALL:Stop Loss,1125.74,0.00,-224.57,-19.9,Expiration,LOSS
146,2019-04-29,2019-05-31,2019-04-30,32,2943.00,2945.40,2752.02,13.11,2900,2850,4.74,0,,3015,3065,3.07,0,,781.18,0.00,505.07,64.7,50% Profit Target,WIN
147,2019-05-06,2019-06-07,2019-05-28,32,2932.58,2802.08,2873.19,15.44,2885,2835,5.20,0,PUT:Stop Loss,3010,3060,3.36,0,10 DTE Exit,856.76,0.00,-1333.97,-155.7,10 DTE Exit (Cut Loss),LOSS
148,2019-05-13,2019-06-14,2019-06-04,32,2811.85,2803.16,2887.01,20.55,2725,2675,6.78,0,10 DTE Exit,2935,2985,4.28,0,CALL:Stop Loss,1105.99,0.00,-1431.02,-129.4,10 DTE Exit (Cut Loss),LOSS
149,2019-05-20,2019-06-21,2019-06-14,32,2840.01,2887.01,2950.59,16.31,2665,2615,6.61,1,10 DTE Exit,2975,3025,4.65,0,10 DTE Exit,1822.10,-1020.80,38.05,2.1,10 DTE Exit (Profitable),WIN
152,2019-06-10,2019-07-12,2019-06-14,32,2886.43,2887.01,3013.67,15.94,2765,2715,7.76,0,,3050,3100,5.02,0,,1277.89,0.00,699.42,54.7,50% Profit Target,WIN
153,2019-06-14,2019-07-19,2019-06-25,35,2887.01,2917.45,2976.74,15.28,2785,2735,7.06,0,,3030,3080,4.52,0,,1158.10,0.00,646.86,55.9,50% Profit Target,WIN
150,2019-05-28,2019-06-28,2019-06-28,31,2802.08,2940.87,2940.87,17.50,2700,2650,6.91,0,Expiration,2940,2990,4.47,0,CALL:Stop Loss,1138.49,0.00,-352.88,-31.0,Expiration,LOSS
154,2019-06-24,2019-07-26,2019-07-01,32,2945.44,2964.41,3025.87,15.26,2855,2805,6.94,0,,3070,3120,4.70,0,,1163.74,0.00,750.11,64.5,50% Profit Target,WIN
155,2019-07-01,2019-08-02,2019-07-02,32,2964.41,2973.04,2932.06,14.06,2890,2840,6.62,0,,3075,3125,4.16,0,,1077.32,0.00,640.90,59.5,50% Profit Target,WIN
151,2019-06-03,2019-07-05,2019-07-05,32,2744.20,2990.49,2990.49,18.86,2645,2595,6.92,0,Expiration,2880,2930,4.43,0,CALL:Stop Loss,1135.68,0.00,-319.28,-28.1,Expiration,LOSS
156,2019-07-08,2019-08-09,2019-07-17,32,2975.99,2984.40,2918.82,13.96,2920,2870,5.70,0,,3065,3115,3.54,0,,923.69,0.00,489.78,53.0,50% Profit Target,WIN
157,2019-07-15,2019-08-16,2019-08-06,32,3014.27,2881.83,2888.81,12.68,2890,2840,5.05,3,PUT:Stop Loss,3100,3150,3.71,0,10 DTE Exit,2465.10,-1201.41,-3825.56,-155.2,10 DTE Exit (Cut Loss),LOSS
158,2019-07-22,2019-08-23,2019-08-13,32,2985.06,2922.56,2847.48,13.53,2880,2830,5.38,2,PUT:Stop Loss,3105,3155,3.55,1,10 DTE Exit,2327.77,-1334.20,-3574.78,-153.6,10 DTE Exit (Cut Loss),LOSS
159,2019-07-29,2019-08-30,2019-08-20,32,3020.89,2900.81,2925.65,12.83,2965,2915,5.34,0,PUT:Stop Loss,3105,3155,3.76,0,10 DTE Exit,909.09,0.00,-972.47,-107.0,10 DTE Exit (Cut Loss),LOSS
160,2019-08-05,2019-09-06,2019-08-27,32,2844.74,2868.82,2978.73,24.59,2745,2695,6.92,0,10 DTE Exit,2980,3030,4.56,0,CALL:Stop Loss,1148.10,0.00,-1070.09,-93.2,10 DTE Exit (Cut Loss),LOSS
161,2019-08-12,2019-09-13,2019-09-03,32,2882.36,2906.35,3007.11,21.09,2760,2710,7.61,0,,3050,3100,4.71,0,,1231.10,0.00,835.19,67.8,50% Profit Target,WIN
162,2019-08-19,2019-09-20,2019-09-03,32,2923.52,2906.35,2991.68,16.88,2765,2715,8.32,0,,3135,3185,5.19,0,,1350.72,0.00,736.78,54.5,50% Profit Target,WIN
163,2019-08-26,2019-09-27,2019-09-03,32,2878.68,2906.35,2961.97,19.32,2705,2655,8.35,0,,3110,3160,5.10,0,,1345.75,0.00,680.34,50.6,50% Profit Target,WIN
164,2019-09-03,2019-10-04,2019-09-12,31,2906.35,3009.70,2951.78,19.66,2750,2700,7.94,0,,3110,3160,5.09,0,,1303.60,0.00,665.92,51.1,50% Profit Target,WIN
165,2019-09-09,2019-10-11,2019-09-12,32,2978.47,3009.70,2970.00,15.27,2825,2775,8.04,0,,3185,3235,4.94,0,,1297.68,0.00,775.42,59.8,50% Profit Target,WIN
166,2019-09-12,2019-10-18,2019-09-20,36,3009.70,2991.68,2986.12,14.22,2885,2835,7.41,0,,3180,3230,4.81,0,,1222.22,0.00,614.40,50.3,50% Profit Target,WIN
167,2019-09-20,2019-10-25,2019-09-23,35,2991.68,2991.77,3022.27,15.32,2885,2835,7.47,0,,3140,3190,4.93,0,,1240.15,0.00,926.02,74.7,50% Profit Target,WIN
168,2019-09-30,2019-11-01,2019-10-22,32,2976.73,2996.15,3066.89,16.24,2915,2865,6.15,0,PUT:Stop Loss,3070,3120,4.10,0,10 DTE Exit,1024.40,0.00,-2232.20,-217.9,10 DTE Exit (Cut Loss),LOSS
169,2019-10-07,2019-11-08,2019-10-29,32,2938.63,3036.78,3092.97,17.86,2855,2805,6.90,0,10 DTE Exit,3115,3165,4.07,1,10 DTE Exit,1528.95,-741.65,58.48,3.8,10 DTE Exit (Profitable),WIN
170,2019-10-14,2019-11-15,2019-10-30,32,2966.18,3046.93,3120.35,14.57,2860,2810,7.00,0,,3110,3160,4.60,0,,1160.06,0.00,835.14,72.0,50% Profit Target,WIN
171,2019-10-21,2019-11-22,2019-10-30,32,3006.71,3046.93,3110.18,14.00,2895,2845,7.28,0,,3160,3210,4.64,0,,1191.77,0.00,945.97,79.4,50% Profit Target,WIN
172,2019-10-28,2019-11-29,2019-10-30,32,3039.33,3046.93,3140.98,13.11,2930,2880,7.14,0,,3185,3235,4.87,0,,1200.18,0.00,727.13,60.6,50% Profit Target,WIN
173,2019-11-04,2019-12-06,2019-11-05,32,3078.35,3074.75,3145.88,12.83,3005,2955,6.67,0,,3190,3240,4.10,0,,1077.04,0.00,649.04,60.3,50% Profit Target,WIN
174,2019-11-11,2019-12-13,2019-11-13,32,3087.02,3093.91,3168.74,12.69,3040,2990,4.84,0,,3160,3210,3.64,0,,848.24,0.00,487.99,57.5,50% Profit Target,WIN
176,2019-11-25,2019-12-27,2019-12-13,32,3133.55,3168.74,3239.97,11.87,3075,3025,4.47,1,PUT:Stop Loss,3200,3250,3.40,0,CALL:Stop Loss,1265.00,-338.73,-2215.40,-175.1,Both legs stopped out,LOSS
175,2019-11-18,2019-12-20,2019-12-20,32,3121.83,3221.18,3221.18,12.46,3060,3010,4.65,2,10 DTE Exit,3210,3260,2.81,1,CALL:Stop Loss,1979.39,-945.34,-1785.23,-90.2,10 DTE Exit (Cut Loss),LOSS
180,2019-12-20,2020-01-24,2019-12-30,35,3221.18,3221.40,3295.42,12.51,3160,3110,6.03,0,,3320,3370,3.88,0,,991.27,0.00,536.76,54.1,50% Profit Target,WIN
181,2019-12-30,2020-01-31,2020-01-02,32,3221.40,3257.98,3225.04,14.82,3160,3110,5.62,0,,3315,3365,3.79,0,,940.43,0.00,546.14,58.1,50% Profit Target,WIN
177,2019-12-02,2020-01-03,2020-01-03,32,3114.22,3234.57,3234.57,14.91,3075,3025,5.34,0,Expiration,3185,3235,3.42,0,CALL:Stop Loss,875.65,0.00,-249.52,-28.5,Expiration,LOSS
179,2019-12-16,2020-01-17,2020-01-07,32,3191.41,3237.18,3329.37,12.14,3130,3080,5.77,0,10 DTE Exit,3315,3365,3.35,1,10 DTE Exit,1300.05,-394.59,497.48,38.3,10 DTE Exit (Profitable),WIN
178,2019-12-09,2020-01-10,2020-01-10,32,3135.95,3265.34,3265.34,15.86,3080,3030,5.59,0,Expiration,3225,3275,3.58,0,CALL:Stop Loss,916.87,0.00,-384.35,-41.9,Expiration,LOSS
182,2020-01-02,2020-02-07,2020-01-28,36,3257.98,3276.21,3327.66,12.47,3210,3160,5.76,0,10 DTE Exit,3345,3395,3.54,0,CALL:Stop Loss,930.00,0.00,-836.65,-90.0,10 DTE Exit (Cut Loss),LOSS
183,2020-01-13,2020-02-14,2020-02-04,32,3288.05,3297.64,3380.03,12.32,3235,3185,5.52,0,PUT:Stop Loss,3410,3460,3.75,1,10 DTE Exit,1282.90,-557.32,-1546.37,-120.5,10 DTE Exit (Cut Loss),LOSS
186,2020-02-10,2020-03-13,2020-02-20,32,3352.13,3373.00,2708.62,15.04,3235,3185,7.24,0,,3510,3560,4.88,0,,1212.01,0.00,697.43,57.5,50% Profit Target,WIN
184,2020-01-27,2020-02-28,2020-02-24,32,3243.36,3225.95,2954.21,18.23,3165,3115,6.65,0,10 DTE Exit,3360,3410,4.24,0,CALL:Stop Loss,1089.23,0.00,-876.88,-80.5,10 DTE Exit (Cut Loss),LOSS
185,2020-02-03,2020-03-06,2020-02-25,32,3248.82,3128.44,2972.44,17.97,3150,3100,6.87,0,PUT:Stop Loss,3385,3435,4.63,0,CALL:Stop Loss,1150.44,0.00,-2967.96,-258.0,10 DTE Exit (Cut Loss),LOSS
187,2020-02-20,2020-03-27,2020-03-17,36,3373.00,2528.96,2541.45,15.56,3255,3205,7.70,0,PUT:Stop Loss,3540,3590,5.02,0,10 DTE Exit,1272.30,0.00,-1315.14,-103.4,10 DTE Exit (Cut Loss),LOSS
188,2020-07-20,2020-08-21,2020-07-27,32,3251.84,3239.51,3397.24,24.46,3090,3040,8.24,0,,3470,3520,5.12,0,,1335.78,0.00,901.73,67.5,50% Profit Target,WIN
190,2020-08-03,2020-09-04,2020-08-10,32,3294.62,3360.59,3426.86,24.28,3185,3135,7.26,0,,3445,3495,4.82,0,,1208.26,0.00,688.78,57.0,50% Profit Target,WIN
189,2020-07-27,2020-08-28,2020-08-18,32,3239.51,3389.79,3507.95,24.74,3125,3075,7.60,0,10 DTE Exit,3460,3510,4.57,1,10 DTE Exit,1695.80,-716.04,333.73,19.7,10 DTE Exit (Profitable),WIN
191,2020-08-10,2020-09-11,2020-08-20,32,3360.59,3385.56,3340.90,22.13,3270,3220,6.65,0,,3490,3540,4.36,0,,1100.77,0.00,758.37,68.9,50% Profit Target,WIN
192,2020-08-17,2020-09-18,2020-08-21,32,3382.09,3397.24,3319.28,21.35,3290,3240,6.86,0,,3515,3565,4.42,0,,1128.14,0.00,623.54,55.3,50% Profit Target,WIN
193,2020-08-20,2020-09-25,2020-09-03,36,3385.56,3454.89,3298.48,22.72,3300,3250,6.67,0,VIX Exit,3515,3565,4.27,0,CALL:Stop Loss,1093.81,0.00,-906.18,-82.8,Both legs stopped out,LOSS
194,2020-11-16,2020-12-18,2020-11-25,32,3627.12,3629.68,3709.83,22.45,3415,3365,8.50,0,,3910,3960,5.21,0,,1370.53,0.00,942.79,68.8,50% Profit Target,WIN
195,2020-11-23,2020-12-25,2020-11-25,32,3577.72,3629.68,3687.27,22.66,3375,3325,8.59,0,,3850,3900,5.25,0,,1383.72,0.00,701.22,50.7,50% Profit Target,WIN
196,2020-11-30,2021-01-01,2020-12-04,32,3621.82,3699.13,3727.04,20.57,3475,3425,8.07,0,,3825,3875,5.03,0,,1310.62,0.00,688.02,52.5,50% Profit Target,WIN
197,2020-12-04,2021-01-08,2020-12-14,35,3699.13,3647.33,3824.68,20.79,3575,3525,7.49,0,,3875,3925,4.85,0,,1234.11,0.00,720.83,58.4,50% Profit Target,WIN
198,2020-12-14,2021-01-15,2020-12-21,32,3647.33,3694.94,3768.25,24.72,3545,3495,7.19,0,,3795,3845,4.62,0,,1180.91,0.00,831.10,70.4,50% Profit Target,WIN
199,2020-12-28,2021-01-29,2021-01-04,32,3735.36,3700.65,3714.04,21.70,3655,3605,6.76,0,,3855,3905,4.62,0,,1138.85,0.00,656.36,57.6,50% Profit Target,WIN
200,2021-01-11,2021-02-12,2021-01-25,32,3799.61,3855.34,3934.99,24.08,3695,3645,7.19,0,,3950,4000,4.69,0,,1188.28,0.00,846.64,71.2,50% Profit Target,WIN
201,2021-01-25,2021-02-26,2021-02-16,32,3855.34,3932.48,3810.84,23.19,3745,3695,7.27,0,VIX Exit,4010,4060,4.92,0,10 DTE Exit,1218.32,0.00,-1887.25,-154.9,10 DTE Exit (Cut Loss),LOSS
202,2021-02-08,2021-03-12,2021-02-18,32,3915.58,3914.03,3943.32,21.24,3745,3695,8.12,0,,4145,4195,5.23,0,,1334.48,0.00,697.94,52.3,50% Profit Target,WIN
203,2021-02-16,2021-03-19,2021-03-01,31,3932.48,3901.75,3912.81,21.46,3770,3720,8.03,0,,4150,4200,5.24,0,,1327.16,0.00,677.05,51.0,50% Profit Target,WIN
204,2021-02-18,2021-03-26,2021-03-11,36,3914.03,3939.27,3974.52,22.49,3750,3700,8.14,0,,4140,4190,5.28,0,,1341.60,0.00,780.68,58.2,50% Profit Target,WIN
205,2021-03-01,2021-04-02,2021-03-18,32,3901.75,3915.50,3958.88,23.35,3740,3690,7.98,0,,4120,4170,5.16,0,,1314.62,0.00,694.29,52.8,50% Profit Target,WIN
206,2021-03-11,2021-04-16,2021-03-25,36,3939.27,3909.73,4185.64,21.91,3740,3690,8.40,0,,4210,4260,5.30,0,,1369.79,0.00,757.37,55.3,50% Profit Target,WIN
207,2021-03-18,2021-04-23,2021-03-25,36,3915.50,3909.73,4180.20,21.58,3710,3660,8.55,0,,4195,4245,5.36,0,,1390.94,0.00,706.71,50.8,50% Profit Target,WIN
209,2021-04-05,2021-05-07,2021-04-19,32,4077.78,4163.64,4232.43,17.91,3945,3895,7.74,0,,4265,4315,4.96,0,,1270.40,0.00,791.12,62.3,50% Profit Target,WIN
210,2021-04-12,2021-05-14,2021-04-20,32,4128.10,4134.96,4173.74,16.91,4005,3955,7.41,0,,4300,4350,4.98,0,,1239.08,0.00,648.08,52.3,50% Profit Target,WIN
211,2021-04-19,2021-05-21,2021-04-29,32,4163.64,4211.60,4156.08,17.29,4050,4000,7.13,0,,4325,4375,4.77,0,,1189.86,0.00,676.93,56.9,50% Profit Target,WIN
208,2021-03-25,2021-04-30,2021-04-30,36,3909.73,4181.21,4181.21,19.81,3730,3680,8.22,0,Expiration,4155,4205,5.27,0,CALL:Stop Loss,1349.46,0.00,-449.54,-33.3,Expiration,LOSS
212,2021-04-26,2021-05-28,2021-05-03,32,4187.74,4192.65,4204.32,17.64,4080,4030,7.39,0,,4345,4395,4.86,0,,1225.11,0.00,627.30,51.2,50% Profit Target,WIN
213,2021-04-29,2021-06-04,2021-05-25,36,4211.60,4188.17,4229.99,17.61,4095,4045,7.21,0,PUT:Stop Loss,4380,4430,4.92,0,10 DTE Exit,1213.45,0.00,-1470.36,-121.2,10 DTE Exit (Cut Loss),LOSS
214,2021-05-10,2021-06-11,2021-06-01,32,4188.51,4202.03,4247.47,19.66,4075,4025,7.35,0,PUT:Stop Loss,4350,4400,4.95,0,10 DTE Exit,1230.30,0.00,-1429.76,-116.2,10 DTE Exit (Cut Loss),LOSS
215,2021-05-17,2021-06-18,2021-06-01,32,4163.29,4202.03,4166.38,19.72,4005,3955,7.87,0,,4375,4425,5.31,0,,1318.26,0.00,875.82,66.4,50% Profit Target,WIN
216,2021-05-24,2021-06-25,2021-06-04,32,4197.16,4229.99,4280.79,18.40,4040,3990,7.83,0,,4410,4460,5.17,0,,1299.85,0.00,676.52,52.0,50% Profit Target,WIN
217,2021-06-01,2021-07-02,2021-06-10,31,4202.03,4239.33,4352.45,17.90,4055,4005,7.95,0,,4405,4455,5.14,0,,1309.04,0.00,1115.33,85.2,50% Profit Target,WIN
218,2021-06-04,2021-07-09,2021-06-10,35,4229.99,4239.33,4369.50,16.42,4075,4025,8.04,0,,4445,4495,5.33,0,,1336.88,0.00,1027.53,76.9,50% Profit Target,WIN
219,2021-06-10,2021-07-16,2021-06-14,36,4239.33,4255.20,4327.09,16.10,4135,4085,7.23,0,,4395,4445,4.93,0,,1216.23,0.00,779.60,64.1,50% Profit Target,WIN
221,2021-06-28,2021-07-30,2021-07-20,32,4290.57,4323.20,4395.29,15.76,4200,4150,6.95,0,10 DTE Exit,4495,4545,4.60,1,10 DTE Exit,1603.14,-848.89,166.09,10.4,10 DTE Exit (Profitable),WIN
220,2021-06-21,2021-07-23,2021-07-23,32,4224.70,4411.81,4411.81,17.89,4130,4080,6.78,0,Expiration,4465,4515,4.34,2,Expiration,2002.15,-1267.87,-155.71,-7.8,Expiration,LOSS
222,2021-07-12,2021-08-13,2021-08-03,32,4384.75,4423.31,4468.09,16.17,4280,4230,7.40,0,PUT:Stop Loss,4540,4590,4.90,0,10 DTE Exit,1230.00,0.00,-1684.88,-137.0,10 DTE Exit (Cut Loss),LOSS
224,2021-07-26,2021-08-27,2021-08-09,32,4422.22,4432.41,4509.38,17.58,4295,4245,7.58,0,,4600,4650,5.19,0,,1277.47,0.00,753.86,59.0,50% Profit Target,WIN
225,2021-08-02,2021-09-03,2021-08-16,32,4387.11,4479.66,4535.54,19.46,4260,4210,7.69,0,,4570,4620,4.96,0,,1264.84,0.00,1098.75,86.9,50% Profit Target,WIN
226,2021-08-09,2021-09-10,2021-08-16,32,4432.41,4479.66,4458.55,16.72,4310,4260,7.52,0,,4605,4655,5.14,0,,1266.45,0.00,1017.21,80.3,50% Profit Target,WIN
223,2021-07-19,2021-08-20,2021-08-20,32,4258.80,4441.62,4441.62,22.50,4145,4095,7.48,0,Expiration,4425,4475,4.83,0,CALL:Stop Loss,1230.21,0.00,-225.29,-18.3,Expiration,LOSS
227,2021-08-16,2021-09-17,2021-09-07,32,4479.66,4520.14,4432.70,16.12,4395,4345,7.00,0,PUT:Stop Loss,4615,4665,4.47,0,10 DTE Exit,1147.93,0.00,-1329.03,-115.8,10 DTE Exit (Cut Loss),LOSS
228,2021-08-23,2021-09-24,2021-09-07,32,4479.51,4520.14,4455.57,17.15,4390,4340,6.81,0,,4615,4665,4.69,0,,1150.34,0.00,764.41,66.5,50% Profit Target,WIN
229,2021-08-30,2021-10-01,2021-09-07,32,4528.76,4520.14,4357.09,16.19,4435,4385,6.80,0,,4670,4720,4.62,0,,1142.03,0.00,571.79,50.1,50% Profit Target,WIN
230,2021-09-07,2021-10-08,2021-09-28,31,4520.14,4352.61,4391.42,18.14,4355,4305,6.55,1,PUT:Stop Loss,4650,4700,4.45,0,10 DTE Exit,1754.07,-1188.80,-2866.27,-163.4,10 DTE Exit (Cut Loss),LOSS
231,2021-09-13,2021-10-15,2021-10-05,32,4468.75,4345.70,4471.48,19.37,4375,4325,6.81,0,PUT:Stop Loss,4610,4660,4.59,0,10 DTE Exit,1140.15,0.00,-1869.16,-163.9,10 DTE Exit (Cut Loss),LOSS
232,2021-09-27,2021-10-29,2021-10-19,32,4443.18,4519.76,4605.36,18.76,4325,4275,7.27,0,PUT:Stop Loss,4610,4660,5.01,0,10 DTE Exit,1227.62,0.00,-1829.58,-149.0,10 DTE Exit (Cut Loss),LOSS
235,2021-10-18,2021-11-19,2021-10-26,32,4486.39,4574.67,4697.98,16.31,4315,4265,8.13,0,,4720,4770,5.31,0,,1343.62,0.00,704.63,52.4,50% Profit Target,WIN
236,2021-10-25,2021-11-26,2021-10-28,32,4566.92,4596.36,4594.62,15.24,4400,4350,8.05,0,,4795,4845,5.30,0,,1335.39,0.00,808.42,60.5,50% Profit Target,WIN
237,2021-10-28,2021-12-03,2021-11-01,36,4596.36,4613.67,4538.42,16.53,4465,4415,7.80,0,,4790,4840,5.12,0,,1292.04,0.00,733.20,56.7,50% Profit Target,WIN
233,2021-10-04,2021-11-05,2021-11-05,32,4300.48,4697.60,4697.60,22.96,4145,4095,8.11,0,Expiration,4515,4565,5.29,0,CALL:Stop Loss,1340.11,0.00,-521.82,-38.9,Expiration,LOSS
234,2021-10-11,2021-11-12,2021-11-12,32,4361.05,4682.82,4682.82,20.00,4185,4135,8.00,0,Expiration,4595,4645,5.37,0,CALL:Stop Loss,1336.16,0.00,-353.72,-26.5,Expiration,LOSS
238,2021-11-08,2021-12-10,2021-11-16,32,4701.72,4701.16,4712.05,17.22,4620,4570,6.47,0,,4830,4880,4.47,0,,1093.50,0.00,667.88,61.1,50% Profit Target,WIN
239,2021-11-15,2021-12-17,2021-11-22,32,4682.88,4682.93,4620.55,16.49,4610,4560,6.63,0,,4805,4855,4.33,0,,1096.21,0.00,650.23,59.3,50% Profit Target,WIN
240,2021-11-22,2021-12-24,2021-12-14,32,4682.93,4634.30,4649.24,19.17,4610,4560,6.70,0,PUT:Stop Loss,4805,4855,4.40,0,10 DTE Exit,1110.85,0.00,-1704.04,-153.4,10 DTE Exit (Cut Loss),LOSS
241,2021-11-29,2021-12-31,2021-12-21,32,4655.12,4649.24,4766.24,22.96,4525,4475,7.74,0,VIX Exit,4840,4890,5.22,0,10 DTE Exit,1296.10,0.00,-1360.04,-104.9,10 DTE Exit (Cut Loss),LOSS
242,2021-12-13,2022-01-14,2021-12-30,32,4669.21,4778.81,4662.82,20.31,4460,4410,8.56,0,,4955,5005,5.37,0,,1393.29,0.00,769.99,55.3,50% Profit Target,WIN
244,2021-12-27,2022-01-28,2022-01-03,32,4791.33,4796.59,4432.00,17.68,4550,4500,8.82,0,,5115,5165,5.59,0,,1440.75,0.00,799.32,55.5,50% Profit Target,WIN
245,2021-12-30,2022-02-04,2022-01-13,36,4778.81,4659.25,4500.61,17.33,4560,4510,8.59,0,,5080,5130,5.47,0,,1406.31,0.00,768.68,54.7,50% Profit Target,WIN
243,2021-12-20,2022-01-21,2022-01-21,32,4568.18,4397.73,4397.73,22.87,4335,4285,8.52,0,Expiration,4875,4925,5.53,0,CALL:Stop Loss,1405.44,0.00,-291.62,-20.7,Expiration,LOSS
246,2022-01-10,2022-02-11,2022-02-01,32,4670.29,4546.35,4418.49,19.40,4485,4435,8.24,0,PUT:Stop Loss,4920,4970,5.45,0,10 DTE Exit,1369.35,0.00,-1753.13,-128.0,10 DTE Exit (Cut Loss),LOSS
247,2022-01-13,2022-02-18,2022-02-08,36,4659.25,4521.48,4348.97,20.31,4470,4420,8.22,0,PUT:Stop Loss,4920,4970,5.38,0,10 DTE Exit,1360.89,0.00,-1511.61,-111.1,10 DTE Exit (Cut Loss),LOSS
248,2022-01-31,2022-03-04,2022-02-22,32,4515.45,4304.66,4328.87,24.83,4295,4245,8.43,0,10 DTE Exit,4810,4860,5.35,0,10 DTE Exit,1378.00,0.00,-1133.46,-82.3,10 DTE Exit (Cut Loss),LOSS
249,2022-02-07,2022-03-11,2022-03-01,32,4483.92,4306.19,4204.36,22.86,4250,4200,8.62,0,VIX Exit,4795,4845,5.46,0,10 DTE Exit,1408.12,0.00,-1067.91,-75.8,10 DTE Exit (Cut Loss),LOSS
250,2022-03-21,2022-04-22,2022-03-31,32,4461.18,4530.50,4271.94,23.53,4170,4120,9.18,0,,4850,4900,5.59,0,,1476.96,0.00,786.13,53.2,50% Profit Target,WIN
251,2022-03-28,2022-04-29,2022-04-04,32,4575.49,4582.62,4131.76,19.63,4295,4245,8.94,0,,4945,4995,5.61,0,,1455.35,0.00,796.88,54.8,50% Profit Target,WIN
